date,hosp_First dose after 14 days,hosp_First dose within 14 days,hosp_Second dose after 14 days,hosp_Second dose within 14 days,hosp_Third dose after 14 days,hosp_Third dose within 14 days,hosp_Unvaccinated,icu_Second dose after 14 days,icu_Third dose after 14 days,icu_Third dose within 14 days,vax_dose 1,vax_dose 2,vax_dose 3,vax_dose 4,cum_sum_1,cum_sum_2,cum_sum_3,cum_sum_4
2022-04-03,35,5,250,2,396,14,238,8,7,1,122,346,606,62,3553074,3367331,1623492,21564
2022-04-04,37,5,262,2,423,14,244,8,7,1,201,397,1316,318,3553275,3367728,1624808,21882
2022-04-05,34,5,273,3,434,14,243,7,9,1,209,394,1316,299,3553484,3368122,1626124,22181
2022-04-06,37,4,268,3,440,14,242,8,11,1,263,520,1411,429,3553747,3368642,1627535,22610
2022-04-07,36,4,261,3,451,14,242,11,11,0,214,540,1608,804,3553961,3369182,1629143,23414
2022-04-08,35,4,257,3,460,17,241,13,10,0,284,755,2045,889,3554245,3369937,1631188,24303
2022-04-09,33,4,255,3,456,17,232,13,9,0,279,714,1666,538,3554524,3370651,1632854,24841
2022-04-10,33,3,266,2,476,17,234,11,10,0,90,296,665,125,3554614,3370947,1633519,24966
2022-04-11,36,3,269,2,486,16,241,11,10,0,204,384,1417,1213,3554818,3371331,1634936,26179
2022-04-12,34,3,266,2,494,16,247,13,8,0,203,502,1471,8095,3555021,3371833,1636407,34274
2022-04-13,33,2,271,2,486,15,243,13,10,0,293,517,1601,6659,3555314,3372350,1638008,40933
2022-04-14,37,2,270,2,494,15,237,13,11,0,373,695,2271,7003,3555687,3373045,1640279,47936
2022-04-15,36,2,271,2,492,15,229,12,13,0,191,440,1139,1590,3555878,3373485,1641418,49526
2022-04-16,33,2,262,2,508,15,228,11,16,0,285,443,1333,1984,3556163,3373928,1642751,51510
2022-04-17,34,3,273,3,527,16,244,9,15,0,142,195,476,483,3556305,3374123,1643227,51993
2022-04-18,33,3,280,3,552,16,254,11,17,0,258,466,1496,3993,3556563,3374589,1644723,55986
2022-04-19,33,3,289,3,554,16,253,14,19,0,281,582,1247,4473,3556844,3375171,1645970,60459
2022-04-20,35,3,296,3,560,15,241,17,19,0,258,506,1219,4207,3557102,3375677,1647189,64666
2022-04-21,37,3,288,3,576,17,247,15,17,0,273,462,1354,4936,3557375,3376139,1648543,69602
2022-04-22,38,2,288,3,585,17,258,13,17,0,344,540,1544,4720,3557719,3376679,1650087,74322
2022-04-23,36,3,290,2,571,16,248,12,18,0,271,513,1181,1740,3557990,3377192,1651268,76062
2022-04-24,37,3,302,2,594,17,245,13,15,0,172,209,532,457,3558162,3377401,1651800,76519
2022-04-25,38,3,321,2,614,17,247,12,21,0,238,296,1213,4377,3558400,3377697,1653013,80896
2022-04-26,37,3,315,2,618,19,252,12,22,0,189,287,1109,4129,3558589,3377984,1654122,85025
2022-04-27,37,3,308,2,615,18,257,15,19,0,253,360,1044,4503,3558842,3378344,1655166,89528
2022-04-28,38,3,308,2,604,16,246,14,16,0,239,370,1081,4235,3559081,3378714,1656247,93763
2022-04-29,34,3,315,2,596,17,241,13,15,0,319,548,1369,3489,3559400,3379262,1657616,97252
2022-04-30,32,4,300,1,580,16,241,12,14,0,305,405,878,1135,3559705,3379667,1658494,98387
2022-05-01,32,4,311,1,605,16,254,11,15,0,175,167,444,309,3559880,3379834,1658938,98696
2022-05-02,33,4,323,1,638,17,263,10,18,0,201,285,939,3230,3560081,3380119,1659877,101926
2022-05-03,34,5,327,2,640,16,259,9,23,0,249,251,899,3592,3560330,3380370,1660776,105518
2022-05-04,36,5,321,2,620,17,249,8,21,0,265,274,937,3733,3560595,3380644,1661713,109251
2022-05-05,34,5,313,1,625,16,252,8,18,0,223,384,904,3659,3560818,3381028,1662617,112910
2022-05-06,35,5,312,1,617,17,234,6,20,0,342,421,1046,3338,3561160,3381449,1663663,116248
2022-05-07,35,5,308,1,592,16,218,6,19,0,252,378,710,1282,3561412,3381827,1664373,117530
2022-05-08,37,5,313,1,605,15,226,8,16,0,112,165,283,381,3561524,3381992,1664656,117911
2022-05-09,39,5,317,1,622,15,232,8,18,0,236,250,775,4063,3561760,3382242,1665431,121974
2022-05-10,36,4,302,0,625,15,235,8,20,0,245,281,763,4053,3562005,3382523,1666194,126027
2022-05-11,33,5,296,0,620,15,225,6,17,0,278,338,855,4148,3562283,3382861,1667049,130175
2022-05-12,30,5,294,0,617,15,219,6,19,0,247,270,913,4135,3562530,3383131,1667962,134310
2022-05-13,32,4,281,0,603,14,220,8,21,0,289,367,885,3413,3562819,3383498,1668847,137723
2022-05-14,30,4,261,0,605,13,215,9,20,0,301,396,605,1126,3563120,3383894,1669452,138849
2022-05-15,30,4,269,0,611,13,211,10,19,1,102,132,329,591,3563222,3384026,1669781,139440
2022-05-16,30,4,276,2,624,13,214,11,18,1,208,227,698,3024,3563430,3384253,1670479,142464
2022-05-17,34,4,276,1,628,12,216,11,16,1,233,297,709,3075,3563663,3384550,1671188,145539
2022-05-18,33,4,278,1,604,12,210,10,17,1,179,312,625,3424,3563842,3384862,1671813,148963
2022-05-19,33,3,275,1,602,10,206,12,14,1,216,311,802,3326,3564058,3385173,1672615,152289
2022-05-20,33,3,256,1,560,11,193,14,12,0,318,436,940,2712,3564376,3385609,1673555,155001
2022-05-21,31,3,254,1,548,11,183,12,10,0,197,290,527,957,3564573,3385899,1674082,155958
2022-05-22,31,3,256,1,549,13,180,10,12,0,93,166,270,357,3564666,3386065,1674352,156315
2022-05-23,34,3,257,1,559,14,180,9,12,0,79,151,269,420,3564745,3386216,1674621,156735
2022-05-24,36,3,258,1,566,14,187,9,13,0,211,326,628,2783,3564956,3386542,1675249,159518
2022-05-25,34,3,251,1,559,13,182,7,12,0,274,296,635,2714,3565230,3386838,1675884,162232
2022-05-26,29,3,238,1,537,12,176,9,14,0,237,262,689,2725,3565467,3387100,1676573,164957
2022-05-27,26,3,230,0,515,12,177,8,17,0,252,363,846,2193,3565719,3387463,1677419,167150
2022-05-28,23,3,216,0,498,11,172,8,14,0,214,287,613,776,3565933,3387750,1678032,167926
2022-05-29,23,3,213,0,494,12,169,9,14,0,107,169,289,339,3566040,3387919,1678321,168265
2022-05-30,22,3,215,0,496,12,168,8,15,0,180,236,748,1906,3566220,3388155,1679069,170171
2022-05-31,23,3,217,0,494,11,161,7,14,0,197,271,668,1796,3566417,3388426,1679737,171967
2022-06-01,21,3,220,0,461,11,154,8,14,0,206,290,645,1580,3566623,3388716,1680382,173547
2022-06-02,21,2,214,1,448,9,144,9,14,0,220,267,637,1665,3566843,3388983,1681019,175212
2022-06-03,20,2,217,1,440,9,144,8,14,0,211,375,763,1548,3567054,3389358,1681782,176760
2022-06-04,22,2,213,1,418,8,135,7,13,0,181,298,612,666,3567235,3389656,1682394,177426
2022-06-05,22,2,215,1,418,8,135,5,15,0,83,154,315,217,3567318,3389810,1682709,177643
2022-06-06,27,2,219,1,428,9,134,3,14,0,180,252,558,1298,3567498,3390062,1683267,178941
2022-06-07,24,2,215,1,422,8,130,1,13,0,233,264,585,1367,3567731,3390326,1683852,180308
2022-06-08,21,2,207,1,411,8,122,1,13,0,187,304,569,1460,3567918,3390630,1684421,181768
2022-06-09,21,2,199,1,400,7,122,1,12,0,197,270,549,1321,3568115,3390900,1684970,183089
2022-06-10,19,2,198,1,389,7,125,2,13,0,158,286,513,1073,3568273,3391186,1685483,184162
2022-06-11,19,2,184,0,378,7,124,4,15,0,173,307,446,473,3568446,3391493,1685929,184635
2022-06-12,18,2,183,0,369,7,127,4,14,0,89,114,194,161,3568535,3391607,1686123,184796
2022-06-13,17,2,184,0,368,7,122,3,11,0,138,283,479,1115,3568673,3391890,1686602,185911
