d1,hosp_first_dose_after_14_days,hosp_first_dose_within_14_days,hosp_second_dose_after_14_days,hosp_second_dose_within_14_days,hosp_third_dose_after_14_days,hosp_third_dose_within_14_days,hosp_unvaccinated,icu_second_dose_after_14_days,icu_third_dose_after_14_days,icu_third_dose_within_14_days,icu_unvaccinated,vax_dose_1,vax_dose_2,vax_dose_3,vax_dose_4,hosp_0,hosp_1,hosp_2,hosp_3,icu_0,icu_1,icu_2,icu_3,vax_1_acc,vax_2_acc,vax_3_acc,vax_4_acc,vax_just_1,vax_just_2,vax_just_34,vax_just_0,risk_vax_hosp_0,risk_vax_hosp_1,risk_vax_hosp_2,risk_vax_hosp_3,risk_vax_icu_0,risk_vax_icu_1,risk_vax_icu_2,risk_vax_icu_3,eff_hosp_1,eff_hosp_2,eff_hosp_3,eff_icu_1,eff_icu_2,eff_icu_3,one
2021-10-21,39.0,26.0,194.0,13.0,3.0,9.0,425.0,21.0,0.0,1.0,152.0,2963,8517,6251,80,425.0,65.0,207.0,12.0,152.0,0,21.0,1.0,3239959,2969998,228310,2246,269961,2741688,228310,1180080,0.03601450749101756,0.024077551942688017,0.00755009322723811,0.005256011563225439,0.012880482679140397,0.0,0.0007659514868212576,0.0004380009636021199,0.6685514705065241,0.20964032977880348,0.1459415088360253,0.0,0.059466054642633534,0.0340050116531309,1
2021-10-22,35.0,21.0,179.0,11.0,4.0,9.0,419.0,24.0,0.0,1.0,149.0,3272,10712,6001,101,419.0,56.0,190.0,13.0,149.0,0,24.0,1.0,3243231,2980710,234311,2347,262521,2746399,234311,1176808,0.035604788546644825,0.021331626803189077,0.006918149911939234,0.0055481816901468564,0.012661368719451262,0.0,0.0008738715678239033,0.0004267832069343735,0.5991224122913443,0.19430391793721685,0.15582684005771696,0.0,0.06901872832132294,0.03370750954268632,1
2021-10-23,31.0,20.0,175.0,12.0,3.0,10.0,394.0,23.0,0.0,1.0,154.0,2281,7054,2436,59,394.0,51.0,187.0,13.0,154.0,0,23.0,1.0,3245512,2987764,236747,2406,257748,2751017,236747,1174527,0.03354541870897817,0.019786768471530332,0.006797486166025146,0.005491093868137717,0.013111661119752888,0.0,0.0008360544482276918,0.0004223918360105936,0.5898500967655103,0.20263530543459432,0.16369131999142608,0.0,0.06376418979957961,0.03221497506324769,1
2021-10-24,32.0,21.0,177.0,11.0,3.0,9.0,402.0,23.0,0.0,1.0,140.0,1241,3932,1119,19,402.0,53.0,188.0,12.0,140.0,0,23.0,1.0,3246753,2991696,237866,2425,255057,2753830,237866,1173286,0.03426274582667824,0.020779668858333628,0.0068268556882596235,0.005044857188501089,0.011932299541629235,0.0,0.000835200429946656,0.0004204047657084241,0.6064799640825579,0.19925010455361641,0.14724030625044,0.0,0.0699949265464566,0.03523250185278387,1
2021-10-25,33.0,27.0,170.0,11.0,4.0,11.0,413.0,23.0,0.0,1.0,139.0,2568,9227,4977,77,413.0,60.0,181.0,15.0,139.0,0,23.0,1.0,3249321,3000923,242843,2502,248398,2758080,242843,1170718,0.03527749637402005,0.02415478385494247,0.006562536257106393,0.0061768302977643985,0.011873055680360256,0.0,0.0008339134470356191,0.0004117886865176266,0.6847079962491656,0.18602613370089788,0.17509264921399856,0.0,0.07023579013572992,0.03468262068363617,1
2021-10-26,25.0,25.0,173.0,10.0,4.0,10.0,397.0,22.0,0.0,1.0,140.0,2543,7620,4837,66,397.0,50.0,183.0,14.0,140.0,0,22.0,1.0,3251864,3008543,247680,2568,243321,2760863,247680,1168175,0.033984634151561194,0.02054898672946437,0.0066283622186251185,0.0056524547803617564,0.011984505746142488,0.0,0.0007968522885778832,0.00040374677002583977,0.6046552285312856,0.1950399756862065,0.1663238378601787,0.0,0.06649020872924775,0.0336890630767811,1
2021-10-27,27.0,22.0,159.0,9.0,3.0,10.0,387.0,24.0,0.0,1.0,138.0,2469,7268,4650,73,387.0,49.0,168.0,13.0,138.0,0,24.0,1.0,3254333,3015811,252330,2641,238522,2763481,252330,1165706,0.0331987653833814,0.02054317840702325,0.006079289128457913,0.005151983513652756,0.011838319439035228,0.0,0.0008684698754939874,0.0003963064241271351,0.6187934451715102,0.1831179279787638,0.15518599725493798,0.0,0.07336090903497058,0.03347657800315552,1
2021-10-28,29.0,21.0,157.0,9.0,3.0,11.0,375.0,22.0,0.0,1.0,136.0,2602,7490,4745,70,375.0,50.0,166.0,14.0,136.0,0,22.0,1.0,3256935,3023301,257075,2711,233634,2766226,257075,1163104,0.03224131290065205,0.021400994718234503,0.0060009558148900344,0.005445881552076242,0.011692849478636476,0.0,0.000795307397154101,0.0003889915394340173,0.6637755349535313,0.1861262856565829,0.16891004311322894,0.0,0.06801655991614144,0.03326747172660759,1
2021-10-29,28.0,20.0,151.0,9.0,3.0,9.0,365.0,18.0,0.0,1.0,134.0,2721,9155,4218,90,365.0,48.0,160.0,12.0,134.0,0,18.0,1.0,3259656,3032456,261293,2801,227200,2771163,261293,1160383,0.031455131624644625,0.02112676056338028,0.005773749144312334,0.004592545533175401,0.011547911336170903,0.0,0.0006495467787351375,0.00038271212776461676,0.6716475014470383,0.1835550781732761,0.14600306201158003,0.0,0.056247988040971274,0.03314124230984248,1
2021-10-30,26.0,17.0,142.0,9.0,3.0,8.0,349.0,16.0,0.0,1.0,131.0,1772,5559,1943,57,349.0,43.0,151.0,11.0,131.0,0,16.0,1.0,3261428,3038015,263236,2858,223413,2774779,263236,1158611,0.030122275724984483,0.019246865670305667,0.005441874830391898,0.004178759744107949,0.011306642177572972,0.0,0.0005766224985845719,0.000379887249464359,0.6389578877117055,0.1806594853614667,0.13872656177308468,0.0,0.05099856257309691,0.03359859129688171,1
2021-10-31,22.0,16.0,143.0,8.0,3.0,8.0,349.0,16.0,0.0,1.0,128.0,846,2594,641,25,349.0,38.0,151.0,11.0,128.0,0,16.0,1.0,3262274,3040609,263877,2883,221665,2776732,263877,1157765,0.030144286621205513,0.017142986037489004,0.005438047316053548,0.00416860885943072,0.01105578420491205,0.0,0.0005762169341513694,0.000378964441766429,0.5686976856645689,0.18040059744615286,0.13828852252546725,0.0,0.05211904677873126,0.03427748179075857,1
2021-11-01,23.0,18.0,136.0,9.0,3.0,8.0,352.0,16.0,0.0,1.0,131.0,2372,6016,3459,61,352.0,41.0,145.0,11.0,131.0,0,16.0,1.0,3264646,3046625,267336,2944,218021,2779289,267336,1155393,0.030465824182767248,0.018805527907862087,0.005217161655373011,0.004114672172846156,0.011338133431654856,0.0,0.0005756868033515046,0.00037406110662237783,0.6172663439218324,0.1712463652410906,0.13505862005117159,0.0,0.05077438952555,0.032991418638454124,1
2021-11-02,22.0,16.0,140.0,10.0,2.0,7.0,362.0,14.0,0.0,1.0,123.0,2170,5328,3156,41,362.0,38.0,150.0,9.0,123.0,0,14.0,1.0,3266816,3051953,270492,2985,214863,2781461,270492,1153223,0.03139028618055658,0.017685688089619896,0.005392849297545427,0.003327270307439776,0.01066576022157033,0.0,0.0005033326011042398,0.0003696967008266418,0.5634127700490532,0.17179994048240965,0.10599681341869119,0.0,0.04719144164579144,0.034662011253447346,1
2021-11-03,23.0,15.0,140.0,10.0,2.0,7.0,352.0,13.0,1.0,1.0,115.0,2076,5248,3293,52,352.0,38.0,150.0,9.0,115.0,0,13.0,2.0,3268892,3057201,273785,3037,211691,2783416,273785,1151147,0.030578197224159907,0.017950692282619477,0.005389061498532738,0.0032872509450846466,0.009990036024938604,0.0,0.000467051996539504,0.0007305002100188104,0.5870422036664932,0.17623869252418936,0.1075030984000385,0.0,0.04675178301395308,0.07312288045761076,1
2021-11-04,23.0,15.0,137.0,10.0,3.0,9.0,335.0,13.0,1.0,1.0,111.0,1971,5418,4253,53,335.0,38.0,147.0,12.0,111.0,0,13.0,2.0,3270863,3062619,278038,3090,208244,2784581,278038,1149176,0.029151322338788834,0.0182478246672173,0.005279070711177014,0.0043159568116588375,0.00965909486449421,0.0,0.00046685659350545017,0.000719326135276473,0.6259690196947496,0.18109198100261364,0.14805355179089125,0.0,0.048333368711551285,0.07447138115607894,1
2021-11-05,23.0,12.0,135.0,8.0,3.0,9.0,342.0,14.0,1.0,1.0,107.0,2438,7099,4085,67,342.0,35.0,143.0,12.0,107.0,0,14.0,2.0,3273301,3069718,282123,3157,203583,2787595,282123,1146738,0.029823726082156516,0.01719200522636959,0.005129870013398647,0.004253463914675514,0.009330814885353063,0.0,0.0005022250362767906,0.000708910652445919,0.5764539675227079,0.1720063415036473,0.14262013750254882,0.0,0.05382434893924993,0.07597521343593722,1
2021-11-06,20.0,15.0,127.0,7.0,3.0,9.0,323.0,16.0,1.0,1.0,107.0,1528,4431,1797,42,323.0,35.0,134.0,12.0,107.0,0,16.0,2.0,3274829,3074149,283920,3199,200680,2790229,283920,1145210,0.028204434121252873,0.017440701614510664,0.004802473202020336,0.00422654268808115,0.009343264554099248,0.0,0.0005734296360621297,0.0007044237813468583,0.6183673651998067,0.1702736946032727,0.14985383751756698,0.0,0.06137358444062725,0.07539375314357342,1
2021-11-07,20.0,14.0,125.0,7.0,2.0,9.0,309.0,15.0,1.0,1.0,103.0,844,2312,850,16,309.0,34.0,132.0,11.0,103.0,0,15.0,2.0,3275673,3076461,284770,3215,199212,2791691,284770,1144366,0.027001850806472757,0.017067244945083628,0.004728316994968283,0.003862766443094427,0.009000616935490919,0.0,0.0005373087494282139,0.000702321171471714,0.6320768553017984,0.17511084809915448,0.1430556175863494,0.0,0.05969688003380266,0.07803033686528149,1
2021-11-08,18.0,13.0,125.0,7.0,3.0,9.0,317.0,15.0,1.0,1.0,98.0,2041,4719,9067,48,317.0,31.0,132.0,12.0,98.0,0,15.0,2.0,3277714,3081180,293837,3263,196534,2787343,293837,1142325,0.027750421289913115,0.01577335219351359,0.004735692736774771,0.004083896854378448,0.008578994594357998,0.0,0.000538146901906224,0.0006806494757297413,0.5684004588156282,0.17065300332921896,0.14716522000561075,0.0,0.0627284346653089,0.07933907269009965,1
2021-11-09,22.0,11.0,121.0,7.0,5.0,7.0,301.0,15.0,1.0,1.0,94.0,1934,4397,7604,33,301.0,33.0,128.0,12.0,94.0,0,15.0,2.0,3279648,3085577,301441,3296,194071,2784136,301441,1140391,0.026394455936604198,0.017004086133425397,0.004597476560053101,0.0039808785135399625,0.008242786903790015,0.0,0.0005387667843812228,0.0006634797522566605,0.6442294614545888,0.17418341833207696,0.15082252587821768,0.0,0.06536221191566885,0.08049216363358781,1
2021-11-10,25.0,11.0,112.0,5.0,6.0,7.0,299.0,13.0,1.0,1.0,86.0,2264,5808,8172,49,299.0,36.0,117.0,13.0,86.0,0,13.0,2.0,3281912,3091385,309613,3345,190527,2781772,309613,1138127,0.02627123335093535,0.018894959769481492,0.0042059521772452955,0.004198790102482777,0.0075562744755198665,0.0,0.00046732801969392166,0.0006459677080742734,0.7192262166408249,0.16009724861644337,0.1598246281929236,0.0,0.06184635314769582,0.08548759182412193,1
2021-11-11,22.0,11.0,109.0,6.0,6.0,8.0,294.0,14.0,1.0,1.0,81.0,1076,2761,2685,10,294.0,33.0,115.0,14.0,81.0,0,14.0,2.0,3282988,3094146,312298,3355,188842,2781848,312298,1137051,0.025856360004960197,0.017474926128721365,0.004133942616562802,0.004482897745102434,0.007123691021774749,0.0,0.0005032625794076455,0.000640413963586062,0.6758463343397537,0.15988107435732488,0.1733769851689275,0.0,0.07064632335531391,0.08989917749499943,1
2021-11-12,19.0,11.0,107.0,7.0,7.0,8.0,289.0,15.0,1.0,1.0,77.0,2378,7171,6576,53,289.0,30.0,114.0,15.0,77.0,0,15.0,2.0,3285366,3101317,318874,3408,184049,2782443,318874,1134673,0.02546989308814081,0.016300007063336393,0.004097118970631204,0.004704052384327351,0.0067860960823074145,0.0,0.0005390946013988427,0.0006272069845769802,0.6399715541376158,0.16086125514750937,0.18469070003743493,0.0,0.07944105047441934,0.09242530270271633,1
2021-11-13,19.0,10.0,106.0,7.0,8.0,8.0,279.0,15.0,1.0,1.0,73.0,1414,4007,2981,32,279.0,29.0,113.0,16.0,73.0,0,15.0,2.0,3286780,3105324,321855,3440,181456,2783469,321855,1133259,0.02461926179275876,0.01598183581694736,0.004059682360392733,0.004971182675428376,0.006441598963696737,0.0,0.0005388958885477079,0.000621397834428547,0.6491598306837975,0.16489862265434796,0.20192249131087045,0.0,0.08365871448762835,0.09646639567762476,1
2021-11-14,19.0,10.0,106.0,7.0,7.0,7.0,273.0,15.0,2.0,1.0,71.0,1033,2219,1223,9,273.0,29.0,113.0,14.0,71.0,0,15.0,3.0,3287813,3107543,323078,3449,180270,2784465,323078,1132226,0.024111793935133092,0.016086980640150884,0.004058230216576614,0.004333318888937037,0.0062708328549247235,0.0,0.0005387031260942407,0.0009285683333436507,0.6671830674826181,0.16830892912797338,0.1797178136390339,0.0,0.08590615290777152,0.14807735349131665,1
2021-11-15,19.0,10.0,112.0,7.0,7.0,7.0,271.0,13.0,2.0,1.0,73.0,2117,5489,5129,52,271.0,29.0,119.0,14.0,73.0,0,13.0,3.0,3289930,3113032,328207,3501,176898,2784825,328207,1130109,0.02397998777109111,0.016393627966398715,0.004273158995628092,0.004265600672746163,0.006459553901437826,0.0,0.0004668156885980268,0.000914057287017035,0.6836378785047559,0.1781968796822977,0.17788168674083002,0.0,0.07226748096244211,0.14150470774979923,1
2021-11-16,18.0,10.0,108.0,7.0,6.0,7.0,273.0,11.0,2.0,1.0,73.0,1770,3859,3661,21,273.0,28.0,115.0,13.0,73.0,0,11.0,3.0,3291700,3116891,331868,3522,174809,2785023,331868,1128339,0.024194856333070114,0.01601748193742885,0.004129229812464745,0.003917220099557655,0.006469686858293473,0.0,0.00039496980814880163,0.0009039738691286897,0.6620201301024371,0.17066560576434645,0.16190301135218996,0.0,0.06104929292559051,0.1397245166464105,1
2021-11-17,18.0,10.0,106.0,8.0,7.0,7.0,268.0,11.0,2.0,1.0,69.0,2047,4058,4491,33,268.0,28.0,114.0,14.0,69.0,0,11.0,3.0,3293747,3120949,336359,3555,172798,2784590,336359,1126292,0.023794895107130298,0.016203891248741307,0.004093959972563286,0.00416221953329627,0.006126297620865638,0.0,0.00039503122542277323,0.0008919041857063434,0.6809818314301248,0.17205202856038243,0.17492069263415386,0.0,0.06448123318027044,0.14558616654022738,1
2021-11-18,17.0,9.0,102.0,8.0,6.0,7.0,265.0,11.0,3.0,1.0,66.0,1831,3902,4204,34,265.0,26.0,110.0,13.0,66.0,0,11.0,4.0,3295578,3124851,340563,3589,170727,2784288,340563,1124461,0.02356684669366034,0.015228991313617646,0.00395074072797067,0.003817208563466965,0.005869478799175783,0.0,0.00039507407279706696,0.0011745257118359893,0.6462040302453514,0.16763976866847652,0.16197366635791044,0.0,0.06730990711688829,0.20010732673588005,1
2021-11-19,17.0,8.0,103.0,7.0,5.0,5.0,256.0,11.0,3.0,1.0,68.0,2151,4942,4695,31,256.0,25.0,110.0,10.0,68.0,0,11.0,4.0,3297729,3129793,345258,3620,167936,2784535,345258,1122310,0.02281009703201433,0.014886623475609756,0.003950390280603404,0.002896384732576798,0.006058932024128805,0.0,0.0003950390280603404,0.0011585538930307191,0.6526330622231088,0.17318603577437522,0.1269781855163385,0.0,0.06519944876211775,0.19121420877754508,1
2021-11-20,16.0,8.0,101.0,6.0,6.0,5.0,243.0,10.0,3.0,1.0,65.0,1582,3107,2010,26,243.0,24.0,107.0,11.0,65.0,0,10.0,4.0,3299311,3132900,347268,3646,166411,2785632,347268,1120728,0.021682335053643705,0.014422123537506534,0.0038411391023652802,0.003167582385938238,0.005799801557559015,0.0,0.00035898496283787667,0.0011518481403411773,0.6651554595861161,0.1771552322599027,0.1460904638776868,0.0,0.06189607683559505,0.1986013019428134,1
2021-11-21,16.0,8.0,100.0,6.0,6.0,5.0,244.0,9.0,3.0,1.0,72.0,930,1671,984,10,244.0,24.0,106.0,11.0,72.0,0,9.0,4.0,3300241,3134571,348252,3656,165670,2786319,348252,1119798,0.021789644203686738,0.014486630047685158,0.003804302378873345,0.0031586322548039923,0.006429731076497725,0.0,0.00032300680575339725,0.0011485935472014517,0.6648401374646616,0.1745922211171153,0.1449602492485656,0.0,0.050236440981811493,0.17863788291237379,1
2021-11-22,14.0,8.0,104.0,6.0,6.0,6.0,255.0,8.0,3.0,0.0,71.0,1785,3819,3599,25,255.0,22.0,110.0,12.0,71.0,0,8.0,3.0,3302026,3138390,351851,3681,163636,2786539,351851,1118013,0.022808321549033866,0.013444474321054048,0.003947549271695103,0.003410534572873176,0.006350552274436881,0.0,0.0002870944924869166,0.000852633643218294,0.5894547870237098,0.17307495701551595,0.149530274094967,0.0,0.04520779927165846,0.13426133765569218,1
2021-11-23,12.0,9.0,106.0,6.0,8.0,6.0,244.0,11.0,2.0,0.0,71.0,1822,3387,3206,22,244.0,21.0,112.0,14.0,71.0,0,11.0,2.0,3303848,3141777,355057,3703,162071,2786720,355057,1116191,0.02186005800082602,0.01295728415324148,0.0040190618361371075,0.0039430288657877465,0.006360918516633803,0.0,0.00039472928747775164,0.0005632898379696782,0.5927378670610968,0.1838541249975293,0.18037595625952832,0.0,0.06205539128437733,0.08855479542721309,1
2021-11-24,12.0,8.0,103.0,5.0,8.0,6.0,240.0,11.0,2.0,0.0,72.0,1684,3114,3442,22,240.0,20.0,108.0,14.0,72.0,0,11.0,2.0,3305532,3144891,358499,3725,160641,2786392,358499,1114507,0.02153418507017004,0.012450121699939616,0.0038759801205286264,0.003905171283601907,0.006460255521051012,0.0,0.0003947757530168045,0.0005578816119431295,0.5781561577264417,0.1799919573412499,0.1813475304905546,0.0,0.061108380578819406,0.08635596690026408,1
2021-11-25,12.0,8.0,103.0,6.0,11.0,6.0,244.0,11.0,2.0,0.0,64.0,1850,3209,3577,23,244.0,20.0,109.0,17.0,64.0,0,11.0,2.0,3307382,3148100,362076,3748,159282,2786024,362076,1112657,0.0219294895012569,0.012556346605391695,0.003912385535802994,0.004695146875241662,0.005751997246231318,0.0,0.000394827898108559,0.0005523702206166662,0.5725781534801355,0.17840750627499805,0.21410196871990828,0.0,0.06864187884777732,0.09603103008760593,1
2021-11-26,13.0,9.0,101.0,6.0,12.0,5.0,245.0,10.0,2.0,0.0,61.0,7997,3710,3997,29,245.0,22.0,107.0,17.0,61.0,0,10.0,2.0,3315379,3151810,366073,3777,163569,2785737,366073,1104660,0.022178769938261546,0.013449981353434943,0.0038409943221488605,0.00464388250430925,0.005522061086669201,0.0,0.000358971431976529,0.0005463391181540294,0.6064349551789977,0.17318337909816164,0.20938413253919413,0.0,0.06500678394216271,0.09893753610820166,1
2021-11-27,13.0,7.0,98.0,6.0,13.0,5.0,237.0,9.0,2.0,0.0,57.0,7483,2576,2217,23,237.0,20.0,104.0,18.0,57.0,0,9.0,2.0,3322862,3154386,368290,3800,168476,2786096,368290,1097177,0.021600890284794522,0.011871127044801633,0.0037328218410277317,0.004887452822504005,0.005195150827988556,0.0,0.00032303265931970756,0.0005430503136115561,0.5495665636132625,0.17280870333642548,0.22626163820407072,0.0,0.06217964983410856,0.10453023051533093,1
2021-11-28,14.0,6.0,95.0,6.0,13.0,5.0,233.0,10.0,2.0,0.0,56.0,6425,1381,1109,6,233.0,20.0,101.0,18.0,56.0,0,10.0,2.0,3329287,3155767,369399,3806,173520,2786368,369399,1090752,0.02136140937628352,0.01152604887044721,0.003624790408158578,0.004872779839685543,0.005134072639793464,0.0,0.0003588901394216414,0.0005414199821872826,0.5395734273621474,0.1696887290678019,0.22811134573805517,0.0,0.06990359595614896,0.10545623721620408,1
2021-11-29,14.0,6.0,92.0,6.0,15.0,5.0,236.0,10.0,2.0,0.0,59.0,9957,3050,4719,28,236.0,20.0,98.0,20.0,59.0,0,10.0,2.0,3339244,3158817,374118,3834,180427,2784699,374118,1080795,0.021835778292830742,0.011084815465534538,0.0035192313424179775,0.005345906906377132,0.005458944573207686,0.0,0.0003591052390222426,0.0005345906906377132,0.5076446241979831,0.16116812028511177,0.2448232819863505,0.0,0.06578290623882113,0.0979293127945402,1
2021-11-30,14.0,6.0,90.0,6.0,17.0,5.0,219.0,11.0,1.0,0.0,60.0,8311,2842,5197,42,219.0,20.0,96.0,22.0,60.0,0,11.0,1.0,3347555,3161659,379315,3876,185896,2782344,379315,1072484,0.02041988505189821,0.010758703791367216,0.003450328212471211,0.005799928819055403,0.005594489055314578,0.0,0.000395350107678993,0.0002636331281388819,0.5268738665287981,0.1689690320832865,0.2840333725833705,0.0,0.07066777748066619,0.04712371863315011,1
2021-12-01,12.0,6.0,93.0,6.0,16.0,5.0,218.0,12.0,1.0,0.0,56.0,8222,2683,5838,41,218.0,18.0,99.0,21.0,56.0,0,12.0,1.0,3355777,3164342,385153,3917,191435,2779189,385153,1064262,0.020483677891346305,0.009402669313343954,0.0035621902648578416,0.0054523786651019205,0.005261862210621068,0.0,0.0004317806381645868,0.00025963707929056766,0.4590322774659662,0.1739038410852356,0.26618162490269265,0.0,0.08205852241684278,0.04934319237141753,1
2021-12-02,12.0,6.0,91.0,5.0,14.0,5.0,201.0,12.0,1.0,0.0,53.0,7773,2388,10270,42,201.0,18.0,96.0,19.0,53.0,0,12.0,1.0,3363550,3166730,395423,3959,196820,2771307,395423,1056489,0.019025280906852793,0.00914541205162077,0.0034640694805736063,0.004804980995035696,0.005016616358523373,0.0,0.0004330086850717008,0.0002528937365808261,0.48069787228879485,0.18207717917720043,0.25255768987384414,0.0,0.08631488918541813,0.05041121714463026,1
2021-12-03,12.0,7.0,91.0,5.0,13.0,4.0,198.0,13.0,1.0,0.0,49.0,7873,2912,12991,55,198.0,19.0,96.0,17.0,49.0,0,13.0,1.0,3371423,3169642,408414,4014,201781,2761228,408414,1048616,0.018882031172516918,0.009416149191450137,0.003476713983778232,0.0041624430112581845,0.004672825896228934,0.0,0.00047080501863663556,0.0002448495888975402,0.49868306568392307,0.1841281773138179,0.2204446636713895,0.0,0.10075381131074984,0.05239861153293531,1
2021-12-04,10.0,6.0,95.0,5.0,14.0,4.0,183.0,12.0,2.0,0.0,47.0,7632,1917,7550,22,183.0,16.0,100.0,18.0,47.0,0,12.0,2.0,3379055,3171559,415964,4036,207496,2755595,415964,1040984,0.01757952091482674,0.00771099201912326,0.003628980310967323,0.00432729755459607,0.004514958923480091,0.0,0.0004354776373160787,0.0004808108393995634,0.43863493530245945,0.2064322644826234,0.24615560205320416,0.0,0.09645218144762573,0.10649284911521599,1
2021-12-05,8.0,6.0,96.0,6.0,14.0,4.0,185.0,14.0,2.0,0.0,48.0,4990,1039,3321,11,185.0,14.0,102.0,18.0,48.0,0,14.0,2.0,3384045,3172598,419285,4047,211447,2753313,419285,1035994,0.017857246277488095,0.006621044517065742,0.0037046278428932706,0.004293022645694457,0.004633231466591505,0.0,0.0005084783313775077,0.00047700251618827287,0.3707763455898922,0.20745795770110112,0.24040787582722067,0.0,0.10974593759106455,0.10295244682415701,1
2021-12-06,10.0,6.0,93.0,6.0,15.0,4.0,189.0,14.0,2.0,0.0,50.0,5640,2128,20388,42,189.0,16.0,99.0,19.0,50.0,0,14.0,2.0,3389685,3174726,439673,4089,214959,2735053,439673,1030354,0.01834321019766022,0.007443279881279685,0.003619673914911338,0.0043213933991853035,0.0048527011104921225,0.0,0.0005118730788763509,0.00045488351570371617,0.4057784761267751,0.19733044957272788,0.23558544838223144,0.0,0.10548209486251273,0.09373820998787735,1
2021-12-07,10.0,6.0,89.0,6.0,16.0,3.0,192.0,15.0,0.0,0.0,44.0,5143,1956,15557,35,192.0,16.0,95.0,19.0,44.0,0,15.0,0.0,3394828,3176682,455230,4124,218146,2721452,455230,1025211,0.018727852120197695,0.007334537419893099,0.0034907835964036846,0.004173714386134481,0.004291799444211972,0.0,0.0005511763573268976,0.0,0.39163793972843874,0.1863952990444072,0.22286134893350615,0.0,0.12842546919806047,0.0,1
2021-12-08,10.0,7.0,86.0,5.0,18.0,3.0,185.0,15.0,0.0,0.0,46.0,4508,1999,13460,36,185.0,17.0,91.0,21.0,46.0,0,15.0,0.0,3399336,3178681,468690,4160,220655,2709991,468690,1020703,0.01812476303096983,0.007704334821327412,0.0033579447311817643,0.0044805735134097165,0.004506697834727634,0.0,0.0005535073732717194,0.0,0.4250723062234245,0.18526833842980653,0.24720728793826152,0.0,0.12281883400447038,0.0,1
2021-12-09,10.0,5.0,88.0,4.0,20.0,2.0,184.0,16.0,0.0,0.0,47.0,4413,1845,15291,33,184.0,15.0,92.0,22.0,47.0,0,16.0,0.0,3403749,3180526,483981,4193,223223,2696545,483981,1016290,0.018105068435190743,0.0067197376614416965,0.0034117732135009802,0.004545632989724804,0.004624664219858505,0.0,0.0005933518632175618,0.0,0.3711522928231838,0.18844298908417995,0.2510696386482294,0.0,0.1283016095892289,0.0,1
2021-12-10,11.0,5.0,91.0,4.0,22.0,2.0,187.0,16.0,1.0,0.0,45.0,5932,2346,17629,46,187.0,16.0,95.0,24.0,45.0,0,16.0,1.0,3409681,3182872,501610,4239,226809,2681262,501610,1010358,0.018508291120573103,0.0070543937850790755,0.0035431076858583755,0.004784593608580371,0.004453866847196736,0.0,0.0005967339260393054,0.00019935806702418214,0.38114776448689436,0.1914335398539303,0.2585108250897351,0.0,0.133981088010049,0.04476067064053747,1
2021-12-11,11.0,4.0,84.0,3.0,20.0,2.0,184.0,15.0,1.0,0.0,44.0,5287,1616,10028,39,184.0,15.0,87.0,22.0,44.0,0,15.0,1.0,3414968,3184488,511638,4278,230480,2672850,511638,1005071,0.018307164369482355,0.006508156889968761,0.0032549525787081207,0.004299915174400651,0.004377800175310998,0.0,0.0005611987204669173,0.0001954506897454841,0.3554978126933583,0.1777966545236277,0.23487608936141502,0.0,0.12819194526781932,0.044645868225723515,1
2021-12-12,11.0,4.0,87.0,3.0,21.0,2.0,175.0,15.0,1.0,0.0,45.0,3316,891,4740,9,175.0,15.0,90.0,23.0,45.0,0,15.0,1.0,3418284,3185379,516378,4287,232905,2669001,516378,1001755,0.017469341306007958,0.0064403941521221095,0.003372048193312779,0.0044541014528117,0.004492116335830617,0.0,0.0005620080322187964,0.00019365658490485654,0.36866840250623334,0.19302663645097384,0.25496676576350763,0.0,0.12510985695896457,0.04311032271363657,1
2021-12-13,10.0,4.0,89.0,3.0,21.0,2.0,184.0,15.0,1.0,0.0,46.0,3221,2004,17882,35,184.0,14.0,92.0,23.0,46.0,0,15.0,1.0,3421505,3187383,534260,4322,234122,2653123,534260,998534,0.018427014002527706,0.005979788315493632,0.0034676115656906976,0.004305020027701868,0.004606753500631926,0.0,0.0005653714509278312,0.0001871747838131247,0.32451206227299556,0.18818087212692364,0.23362548197506833,0.0,0.1227266557349502,0.040630518604359706,1
2021-12-14,11.0,4.0,89.0,3.0,21.0,2.0,176.0,16.0,1.0,0.0,47.0,2695,1694,15954,33,176.0,15.0,92.0,23.0,47.0,0,16.0,1.0,3424200,3189077,550214,4355,235123,2638863,550214,995839,0.017673539598268395,0.006379639592893931,0.003486349992402031,0.0041801917072266425,0.0047196384154466735,0.0,0.0006063217378090488,0.00018174746553159318,0.36097124503113065,0.19726382330020717,0.23652260963254956,0.0,0.12846783682085647,0.038508769005854517,1
2021-12-15,10.0,5.0,89.0,3.0,20.0,2.0,170.0,15.0,1.0,0.0,45.0,2812,1817,23511,48,170.0,15.0,92.0,22.0,45.0,0,15.0,1.0,3427012,3190894,573725,4403,236118,2617169,573725,993027,0.017119373390653024,0.006352755825477092,0.003515248728683551,0.003834589742472439,0.00453159883870227,0.0,0.0005731383796766659,0.0001742995337487472,0.3710857681827082,0.20533746466461414,0.22399124401165754,0.0,0.12647597461226234,0.038463142911092714,1
