d1,hosp_first_dose_after_14_days,hosp_first_dose_within_14_days,hosp_second_dose_after_14_days,hosp_second_dose_within_14_days,hosp_third_dose_after_14_days,hosp_third_dose_within_14_days,hosp_unvaccinated,icu_second_dose_after_14_days,icu_third_dose_after_14_days,icu_third_dose_within_14_days,icu_unvaccinated,vax_dose_1,vax_dose_2,vax_dose_3,vax_dose_4,hosp_0,hosp_1,hosp_2,hosp_3,icu_0,icu_1,icu_2,icu_3,vax_1_acc,vax_2_acc,vax_3_acc,vax_4_acc,vax_just_1,vax_just_2,vax_just_34,vax_just_0,risk_vax_hosp_0,risk_vax_hosp_1,risk_vax_hosp_2,risk_vax_hosp_3,risk_vax_icu_0,risk_vax_icu_1,risk_vax_icu_2,risk_vax_icu_3,eff_hosp_1,eff_hosp_2,eff_hosp_3,eff_icu_1,eff_icu_2,eff_icu_3,one
2020-12-14,,,,,,,,,,,,3,0,0,0,,,,,,0,,,3,0,0,0,3,0,0,4420036,,,,,,0.0,,,,,,,,,1
2020-12-15,,,,,,,,,,,,21,0,0,0,,,,,,0,,,24,0,0,0,24,0,0,4420015,,,,,,0.0,,,,,,,,,1
2020-12-16,,,,,,,,,,,,380,0,0,0,,,,,,0,,,404,0,0,0,404,0,0,4419635,,,,,,0.0,,,,,,,,,1
2020-12-17,,,,,,,,,,,,482,0,0,0,,,,,,0,,,886,0,0,0,886,0,0,4419153,,,,,,0.0,,,,,,,,,1
2020-12-18,,,,,,,,,,,,922,0,0,0,,,,,,0,,,1808,0,0,0,1808,0,0,4418231,,,,,,0.0,,,,,,,,,1
2020-12-19,,,,,,,,,,,,433,0,0,0,,,,,,0,,,2241,0,0,0,2241,0,0,4417798,,,,,,0.0,,,,,,,,,1
2020-12-20,,,,,,,,,,,,498,0,0,0,,,,,,0,,,2739,0,0,0,2739,0,0,4417300,,,,,,0.0,,,,,,,,,1
2020-12-21,,,,,,,,,,,,417,0,0,0,,,,,,0,,,3156,0,0,0,3156,0,0,4416883,,,,,,0.0,,,,,,,,,1
2020-12-22,,,,,,,,,,,,583,0,0,0,,,,,,0,,,3739,0,0,0,3739,0,0,4416300,,,,,,0.0,,,,,,,,,1
2020-12-23,,,,,,,,,,,,1110,0,0,0,,,,,,0,,,4849,0,0,0,4849,0,0,4415190,,,,,,0.0,,,,,,,,,1
2020-12-24,,,,,,,,,,,,739,0,0,0,,,,,,0,,,5588,0,0,0,5588,0,0,4414451,,,,,,0.0,,,,,,,,,1
2020-12-25,,,,,,,,,,,,1,0,0,0,,,,,,0,,,5589,0,0,0,5589,0,0,4414450,,,,,,0.0,,,,,,,,,1
2020-12-26,,,,,,,,,,,,296,0,0,0,,,,,,0,,,5885,0,0,0,5885,0,0,4414154,,,,,,0.0,,,,,,,,,1
2020-12-27,,,,,,,,,,,,294,0,0,0,,,,,,0,,,6179,0,0,0,6179,0,0,4413860,,,,,,0.0,,,,,,,,,1
2020-12-28,,,,,,,,,,,,514,0,0,0,,,,,,0,,,6693,0,0,0,6693,0,0,4413346,,,,,,0.0,,,,,,,,,1
2020-12-29,,,,,,,,,,,,2069,0,0,0,,,,,,0,,,8762,0,0,0,8762,0,0,4411277,,,,,,0.0,,,,,,,,,1
2020-12-30,,,,,,,,,,,,2764,0,0,0,,,,,,0,,,11526,0,0,0,11526,0,0,4408513,,,,,,0.0,,,,,,,,,1
2020-12-31,,,,,,,,,,,,3682,0,0,0,,,,,,0,,,15208,0,0,0,15208,0,0,4404831,,,,,,0.0,,,,,,,,,1
2021-01-01,0.0,1.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,146.0,1990,0,0,0,730.0,1.0,0.0,0.0,146.0,0,0.0,0.0,17198,0,0,0,17198,0,0,4402841,0.016580203554931918,0.005814629608093964,,,0.003316040710986383,0.0,,,0.35069711833328815,,,0.0,,,1
2021-01-02,0.0,3.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,0.0,141.0,3238,0,0,0,745.0,3.0,0.0,0.0,141.0,0,0.0,0.0,20436,0,0,0,20436,0,0,4399603,0.016933346031448745,0.01467997651203758,,,0.0032048346180325814,0.0,,,0.8669270966750346,,,0.0,,,1
2021-01-03,1.0,3.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,138.0,3315,0,0,0,748.0,4.0,0.0,0.0,138.0,0,0.0,0.0,23751,0,0,0,23751,0,0,4396288,0.01701435392767717,0.01684139615174098,,,0.0031390118208816163,0.0,,,0.9898345963254683,,,0.0,,,1
2021-01-04,1.0,3.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,140.0,3466,4,0,0,758.0,4.0,0.0,0.0,140.0,0,0.0,0.0,27217,4,0,0,27213,4,0,4392822,0.017255422596226297,0.014698857163855508,0.0,,0.0031870173660576272,0.0,0.0,,0.8518398829055684,0.0,,0.0,0.0,,1
2021-01-05,1.0,2.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,141.0,4458,3,0,0,736.0,3.0,0.0,0.0,141.0,0,0.0,0.0,31675,7,0,0,31668,7,0,4388364,0.016771626054721076,0.009473285335354301,0.0,,0.00321304249146151,0.0,0.0,,0.5648400044483253,0.0,,0.0,0.0,,1
2021-01-06,1.0,4.0,0.0,0.0,0.0,0.0,703.0,0.0,0.0,0.0,139.0,4559,170,0,0,703.0,5.0,0.0,0.0,139.0,0,0.0,0.0,36234,177,0,0,36057,177,0,4383805,0.016036297234936315,0.013866932911778571,0.0,,0.0031707614731950897,0.0,0.0,,0.8647216192506325,0.0,,0.0,0.0,,1
2021-01-07,1.0,4.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,138.0,3836,196,0,0,675.0,5.0,0.0,0.0,138.0,0,0.0,0.0,40070,373,0,0,39697,373,0,4379969,0.015411067977878383,0.012595410232511272,0.0,,0.003150707231032914,0.0,0.0,,0.8172963905286246,0.0,,0.0,0.0,,1
2021-01-08,1.0,6.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,134.0,4193,386,0,0,657.0,7.0,0.0,0.0,134.0,0,0.0,0.0,44263,759,0,0,43504,759,0,4375776,0.015014479717426121,0.016090474439132033,0.0,,0.0030623139758525113,0.0,0.0,,1.0716638033389256,0.0,,0.0,0.0,,1
2021-01-09,1.0,7.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,131.0,2054,13,0,0,633.0,8.0,0.0,0.0,131.0,0,0.0,0.0,46317,772,0,0,45545,772,0,4373722,0.014472799139954483,0.01756504555933692,0.0,,0.0029951606434976893,0.0,0.0,,1.213659181577791,0.0,,0.0,0.0,,1
2021-01-10,1.0,7.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,135.0,1934,5,0,0,650.0,8.0,0.0,0.0,135.0,0,0.0,0.0,48251,777,0,0,47474,777,0,4371788,0.014868058560936625,0.016851329148586596,0.0,,0.0030879813934252985,0.0,0.0,,1.1333913623975553,0.0,,0.0,0.0,,1
2021-01-11,1.0,11.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,132.0,5155,609,0,0,654.0,12.0,0.0,0.0,132.0,0,0.0,0.0,53406,1386,0,0,52020,1386,0,4366633,0.014977214709823336,0.02306805074971165,0.0,,0.0030229240698725996,0.0,0.0,,1.5402096582471807,0.0,,0.0,0.0,,1
2021-01-12,1.0,10.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,135.0,4892,513,0,0,644.0,11.0,0.0,0.0,135.0,0,0.0,0.0,58298,1899,0,0,56399,1899,0,4361741,0.014764746462479088,0.01950389191297718,0.0,,0.0030950943671345914,0.0,0.0,,1.3209770965279657,0.0,,0.0,0.0,,1
2021-01-13,1.0,10.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0,0.0,133.0,7892,853,0,0,622.0,11.0,0.0,0.0,133.0,0,0.0,0.0,66190,2752,0,0,63438,2752,0,4353849,0.01428620974223038,0.01733976480973549,0.0,,0.0030547683210878467,0.0,0.0,,1.2137414417540524,0.0,,0.0,0.0,,1
2021-01-14,2.0,10.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,125.0,6417,758,0,0,627.0,12.0,0.0,0.0,125.0,0,0.0,0.0,72607,3510,0,0,69097,3510,0,4347432,0.014422307237928046,0.017366890024168923,0.0,,0.002875260613622019,0.0,0.0,,1.2041686352719736,0.0,,0.0,0.0,,1
2021-01-15,2.0,9.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,121.0,7006,623,0,0,607.0,11.0,0.0,0.0,121.0,0,0.0,0.0,79613,4133,0,0,75480,4133,0,4340426,0.01398480241340366,0.014573396926338102,0.0,,0.002787744797400071,0.0,0.0,,1.0420881536638877,0.0,,0.0,0.0,,1
2021-01-16,2.0,12.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,121.0,4862,52,0,0,582.0,14.0,0.0,0.0,121.0,0,0.0,0.0,84475,4185,0,0,80290,4185,0,4335564,0.01342385904117665,0.01743679163034002,0.0,,0.0027908710377704034,0.0,0.0,,1.2989403104467954,0.0,,0.0,0.0,,1
2021-01-17,3.0,16.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,119.0,3836,81,0,0,579.0,19.0,0.0,0.0,119.0,0,0.0,0.0,88311,4266,0,0,84045,4266,0,4331728,0.013366490232073666,0.022606936760069012,0.0,,0.002747171567559182,0.0,0.0,,1.6913143516031128,0.0,,0.0,0.0,,1
2021-01-18,4.0,17.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,120.0,1339,1025,0,0,582.0,21.0,0.0,0.0,120.0,0,0.0,0.0,89650,5291,0,0,84359,5291,0,4330389,0.013439901126665526,0.024893609454829952,0.0,,0.0027711136343640257,0.0,0.0,,1.8522167105410932,0.0,,0.0,0.0,,1
2021-01-19,4.0,23.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,123.0,1867,1119,0,0,575.0,27.0,0.0,0.0,123.0,0,0.0,0.0,91517,6410,0,0,85107,6410,0,4328522,0.01328398007449194,0.03172476999541753,0.0,,0.0028416166072391456,0.0,0.0,,2.388197649914864,0.0,,0.0,0.0,,1
2021-01-20,5.0,27.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,119.0,458,1020,0,0,549.0,32.0,0.0,0.0,119.0,0,0.0,0.0,91975,7430,0,0,84545,7430,0,4328064,0.012684655310087837,0.03784966585841859,0.0,,0.0027494972347913526,0.0,0.0,,2.983893920106568,0.0,,0.0,0.0,,1
2021-01-21,5.0,27.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,116.0,276,1052,0,0,523.0,32.0,0.0,0.0,116.0,0,0.0,0.0,92251,8482,0,0,83769,8482,0,4327788,0.012084695461053082,0.03820028888968473,0.0,,0.0026803531041723855,0.0,0.0,,3.1610468805604377,0.0,,0.0,0.0,,1
2021-01-22,5.0,23.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,114.0,193,982,0,0,506.0,28.0,0.0,0.0,114.0,0,0.0,0.0,92444,9464,0,0,82980,9464,0,4327595,0.011692406521405076,0.033743070619426364,0.0,,0.0026342575957315783,0.0,0.0,,2.885896120499534,0.0,,0.0,0.0,,1
2021-01-23,5.0,19.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,109.0,101,199,0,0,480.0,24.0,0.0,0.0,109.0,0,0.0,0.0,92545,9663,0,0,82882,9663,0,4327494,0.011091869798086375,0.028956830192321613,0.0,,0.002518778766648781,0.0,0.0,,2.6106356024227213,0.0,,0.0,0.0,,1
2021-01-24,5.0,20.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,112.0,40,413,0,0,463.0,25.0,0.0,0.0,112.0,0,0.0,0.0,92585,10076,0,0,82509,10076,0,4327454,0.01069913163721671,0.0302997248784981,0.0,,0.0025881268755254244,0.0,0.0,,2.831979819100564,0.0,,0.0,0.0,,1
2021-01-25,4.0,23.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,107.0,111,404,0,0,458.0,27.0,0.0,0.0,107.0,0,0.0,0.0,92696,10480,0,0,82216,10480,0,4327343,0.010583861736867173,0.03284032305147416,0.0,,0.0024726489210584878,0.0,0.0,,3.1028677308850514,0.0,,0.0,0.0,,1
2021-01-26,5.0,23.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,108.0,200,1636,0,0,438.0,28.0,0.0,0.0,108.0,0,0.0,0.0,92896,12116,0,0,80780,12116,0,4327143,0.010122152191411285,0.03466204506065858,0.0,,0.002495873143087714,0.0,0.0,,3.424375014838204,0.0,,0.0,0.0,,1
2021-01-27,5.0,28.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,110.0,202,1198,0,0,422.0,33.0,0.0,0.0,110.0,0,0.0,0.0,93098,13314,0,0,79784,13314,0,4326941,0.009752848490423143,0.04136167652662188,0.0,,0.0025422116918164587,0.0,0.0,,4.240984217814639,0.0,,0.0,0.0,,1
2021-01-28,6.0,30.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,107.0,252,2223,0,0,417.0,36.0,0.0,0.0,107.0,0,0.0,0.0,93350,15537,0,0,77813,15537,0,4326689,0.009637854719856223,0.04626476295734646,0.0,,0.002473022673919942,0.0,0.0,,4.8003175293802975,0.0,,0.0,0.0,,1
2021-01-29,6.0,30.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,101.0,235,966,0,0,410.0,36.0,0.0,0.0,101.0,0,0.0,0.0,93585,16503,0,0,77082,16503,0,4326454,0.009476582901378356,0.04670351054720946,0.0,,0.002334475300095644,0.0,0.0,,4.928307073683332,0.0,,0.0,0.0,,1
2021-01-30,6.0,29.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,100.0,137,225,0,0,392.0,35.0,0.0,0.0,100.0,0,0.0,0.0,93722,16728,0,0,76994,16728,0,4326317,0.009060824715341016,0.04545808764319297,0.0,,0.002311434876362504,0.0,0.0,,5.016992279546829,0.0,,0.0,0.0,,1
2021-01-31,8.0,31.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,101.0,78,78,0,0,381.0,39.0,0.0,0.0,101.0,0,0.0,0.0,93800,16806,0,0,76994,16806,0,4326239,0.008806725657089218,0.05065329765955789,0.0,,0.0023345913159212887,0.0,0.0,,5.751660677516747,0.0,,0.0,0.0,,1
2021-02-01,8.0,28.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,95.0,177,1177,0,0,393.0,36.0,0.0,0.0,95.0,0,0.0,0.0,93977,17983,0,0,75994,17983,0,4326062,0.009084474517471085,0.0473721609600758,0.0,,0.002195992567836522,0.0,0.0,,5.214628635808332,0.0,,0.0,0.0,,1
2021-02-02,8.0,29.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,92.0,193,1701,0,0,371.0,37.0,0.0,0.0,92.0,0,0.0,0.0,94170,19684,0,0,74486,19684,0,4325869,0.008576311487934564,0.049673764197298825,0.0,,0.002126740315067331,0.0,0.0,,5.791972955644336,0.0,,0.0,0.0,,1
2021-02-03,9.0,28.0,0.0,1.0,0.0,0.0,347.0,0.0,0.0,0.0,92.0,259,2866,0,0,347.0,37.0,1.0,0.0,92.0,0,0.0,0.0,94429,22550,0,0,71879,22550,0,4325610,0.00802198996210939,0.051475396151866325,0.004434589800443459,,0.0021268676556601266,0.0,0.0,,6.416786407737017,0.5528042071094015,,0.0,0.0,,1
2021-02-04,10.0,23.0,0.0,1.0,0.0,0.0,324.0,0.0,0.0,0.0,88.0,304,1528,0,0,324.0,33.0,1.0,0.0,88.0,0,0.0,0.0,94733,24078,0,0,70655,24078,0,4325306,0.007490799494879669,0.04670582407472932,0.004153168867846167,,0.002034538134411762,0.0,0.0,,6.235092009425037,0.5544359945403775,,0.0,0.0,,1
2021-02-05,9.0,24.0,0.0,1.0,0.0,0.0,308.0,0.0,0.0,0.0,83.0,445,2341,0,0,308.0,33.0,1.0,0.0,83.0,0,0.0,0.0,95178,26419,0,0,68759,26419,0,4324861,0.0071216161629240795,0.04799371718611382,0.003785154623566373,,0.001919136823125645,0.0,0.0,,6.739160899456279,0.5315021951438925,,0.0,0.0,,1
2021-02-06,9.0,23.0,0.0,1.0,0.0,0.0,293.0,0.0,0.0,0.0,80.0,192,1567,0,0,293.0,32.0,1.0,0.0,80.0,0,0.0,0.0,95370,27986,0,0,67384,27986,0,4324669,0.006775084983382543,0.04748901816454945,0.00357321517901808,,0.0018498525551897728,0.0,0.0,,7.009361252445868,0.5274052189429673,,0.0,0.0,,1
2021-02-07,9.0,23.0,0.0,1.0,0.0,0.0,291.0,0.0,0.0,0.0,77.0,192,1950,0,0,291.0,32.0,1.0,0.0,77.0,0,0.0,0.0,95562,29936,0,0,65626,29936,0,4324477,0.006729137419391987,0.04876116173467833,0.003340459647247461,,0.00178056213502812,0.0,0.0,,7.246272247934589,0.49641721353779233,,0.0,0.0,,1
2021-02-08,8.0,22.0,0.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,78.0,768,4667,0,0,290.0,30.0,1.0,0.0,78.0,0,0.0,0.0,96330,34603,0,0,61727,34603,0,4323709,0.006707204393265134,0.048601098384823495,0.0028899228390601973,,0.0018040066988782085,0.0,0.0,,7.246103672287822,0.43086846167414233,,0.0,0.0,,1
2021-02-09,8.0,19.0,0.0,1.0,0.0,0.0,285.0,0.0,0.0,0.0,75.0,1451,4412,0,0,285.0,27.0,1.0,0.0,75.0,0,0.0,0.0,97781,39015,0,0,58766,39015,0,4322258,0.006593775753321528,0.04594493414559439,0.0025631167499679613,,0.0017352041456109282,0.0,0.0,,6.967924883167316,0.3887176097362463,,0.0,0.0,,1
2021-02-10,8.0,18.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,68.0,1802,4854,0,0,266.0,26.0,1.0,0.0,68.0,0,0.0,0.0,99583,43869,0,0,55714,43869,0,4320456,0.006156757527446177,0.046666905984133256,0.0022795140076135767,,0.001573907939347143,0.0,0.0,,7.5797862391197155,0.3702458635818843,,0.0,0.0,,1
2021-02-11,7.0,16.0,0.0,3.0,0.0,0.0,245.0,0.0,0.0,0.0,63.0,2033,3878,0,0,245.0,23.0,3.0,0.0,63.0,0,0.0,0.0,101616,47747,0,0,53869,47747,0,4318423,0.005673367338030573,0.0426961703391561,0.006283117263911869,,0.0014588658869221474,0.0,0.0,,7.525719347123653,1.1074758409866974,,0.0,0.0,,1
2021-02-12,6.0,16.0,0.0,4.0,0.0,0.0,232.0,0.0,0.0,0.0,60.0,850,3210,0,0,232.0,22.0,4.0,0.0,60.0,0,0.0,0.0,102466,50957,0,0,51509,50957,0,4317573,0.005373389170258384,0.042710982546739405,0.007849755676354575,,0.0013896696129978578,0.0,0.0,,7.9486114244514345,1.4608574640010883,,0.0,0.0,,1
2021-02-13,5.0,16.0,0.0,3.0,0.0,0.0,235.0,0.0,0.0,0.0,56.0,129,1611,0,0,235.0,21.0,3.0,0.0,56.0,0,0.0,0.0,102595,52568,0,0,50027,52568,0,4317444,0.005443035277353916,0.04197733224059008,0.005706893927864861,,0.0012970637256673162,0.0,0.0,,7.712118349708179,1.0484763807445352,,0.0,0.0,,1
2021-02-14,5.0,15.0,0.0,3.0,0.0,0.0,234.0,0.0,0.0,0.0,55.0,92,1391,0,0,234.0,20.0,3.0,0.0,55.0,0,0.0,0.0,102687,53959,0,0,48728,53959,0,4317352,0.005419988919133765,0.04104416351994746,0.005559776867621713,,0.0012739290194545175,0.0,0.0,,7.572739378682574,1.0257911871359118,,0.0,0.0,,1
2021-02-15,6.0,15.0,0.0,3.0,0.0,0.0,248.0,0.0,0.0,0.0,53.0,341,1764,0,0,248.0,21.0,3.0,0.0,53.0,0,0.0,0.0,103028,55723,0,0,47305,55723,0,4317011,0.005744715498755968,0.04439277032026213,0.005383773307251943,,0.001227701296105106,0.0,0.0,,7.727583781977626,0.9371697011658475,,0.0,0.0,,1
2021-02-16,5.0,17.0,0.0,3.0,0.0,0.0,246.0,0.0,0.0,0.0,57.0,781,2568,0,0,246.0,22.0,3.0,0.0,57.0,0,0.0,0.0,103809,58291,0,0,45518,58291,0,4316230,0.005699418242308681,0.04833252779120348,0.005146592098265599,,0.001320596909803231,0.0,0.0,,8.480256358870983,0.9030030574104442,,0.0,0.0,,1
2021-02-17,6.0,16.0,0.0,2.0,0.0,0.0,242.0,0.0,0.0,0.0,53.0,2011,2008,0,0,242.0,22.0,2.0,0.0,53.0,0,0.0,0.0,105820,60299,0,0,45521,60299,0,4314219,0.005609358263917525,0.04832934250126315,0.003316804590457553,,0.0012284958181306975,0.0,0.0,,8.615841639523017,0.5912984042743469,,0.0,0.0,,1
2021-02-18,6.0,14.0,0.0,2.0,0.0,0.0,230.0,0.0,0.0,0.0,54.0,2669,3017,0,0,230.0,20.0,2.0,0.0,54.0,0,0.0,0.0,108489,63316,0,0,45173,63316,0,4311550,0.005334508471431388,0.0442742346091692,0.003158759239370775,,0.0012524498150317171,0.0,0.0,,8.299590270833194,0.5921368868916985,,0.0,0.0,,1
2021-02-19,6.0,14.0,1.0,1.0,0.0,0.0,220.0,0.0,0.0,0.0,50.0,3254,2498,0,0,220.0,20.0,2.0,0.0,50.0,0,0.0,0.0,111743,65814,0,0,45929,65814,0,4308296,0.005106427227841355,0.04354547235951142,0.0030388671103412646,,0.001160551642691217,0.0,0.0,,8.527581108390619,0.595106318909765,,0.0,0.0,,1
2021-02-20,5.0,15.0,1.0,1.0,0.0,0.0,207.0,0.0,0.0,0.0,54.0,1858,2599,0,0,207.0,20.0,2.0,0.0,54.0,0,0.0,0.0,113601,68413,0,0,45188,68413,0,4306438,0.004806756767425886,0.04425953793042401,0.0029234209872392673,,0.0012539365480241443,0.0,0.0,,9.2077756524647,0.6081899144659273,,0.0,0.0,,1
2021-02-21,4.0,15.0,1.0,1.0,0.0,0.0,221.0,0.0,0.0,0.0,53.0,1012,2975,0,0,221.0,19.0,2.0,0.0,53.0,0,0.0,0.0,114613,71388,0,0,43225,71388,0,4305426,0.005133057681167903,0.04395604395604395,0.002801591303860593,,0.0012310047832665106,0.0,0.0,,8.563325543235045,0.545793848009742,,0.0,0.0,,1
2021-02-22,3.0,16.0,1.0,1.0,0.0,0.0,223.0,0.0,0.0,0.0,52.0,2736,4444,0,0,223.0,19.0,2.0,0.0,52.0,0,0.0,0.0,117349,75832,0,0,41517,75832,0,4302690,0.005182804245716052,0.04576438567333863,0.002637409009389176,,0.0012085462815122632,0.0,0.0,,8.830043255283291,0.5088768327627226,,0.0,0.0,,1
2021-02-23,2.0,15.0,1.0,1.0,0.0,0.0,206.0,0.0,0.0,0.0,57.0,2522,3777,0,0,206.0,17.0,2.0,0.0,57.0,0,0.0,0.0,119871,79609,0,0,40262,79609,0,4300168,0.00479051051028704,0.042223436490984055,0.002512278762451482,,0.0013255296072153461,0.0,0.0,,8.813974293619511,0.5244281913288089,,0.0,0.0,,1
2021-02-24,2.0,14.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,0.0,56.0,6067,3357,0,0,201.0,16.0,2.0,0.0,56.0,0,0.0,0.0,125938,82966,0,0,42972,82966,0,4294101,0.004680840064078605,0.037233547426231035,0.0024106260395824796,,0.0013041146447184172,0.0,0.0,,7.9544583699764235,0.514998591402844,,0.0,0.0,,1
2021-02-25,2.0,13.0,1.0,1.0,0.0,0.0,202.0,0.0,0.0,0.0,54.0,9838,2499,0,0,202.0,15.0,2.0,0.0,54.0,0,0.0,0.0,135776,85465,0,0,50311,85465,0,4284263,0.00471492996578408,0.029814553477370755,0.002340139238284678,,0.0012604268225363383,0.0,0.0,,6.32343506557529,0.49632534422926883,,0.0,0.0,,1
2021-02-26,1.0,12.0,1.0,1.0,0.0,0.0,205.0,0.0,0.0,0.0,48.0,9484,2581,0,0,205.0,13.0,2.0,0.0,48.0,0,0.0,0.0,145260,88046,0,0,57214,88046,0,4274779,0.004795569548741584,0.02272171146922082,0.0022715398768825387,,0.0011228650650712002,0.0,0.0,,4.738063172326064,0.4736746811395153,,0.0,0.0,,1
2021-02-27,1.0,11.0,1.0,1.0,0.0,0.0,197.0,0.0,0.0,0.0,43.0,7058,2343,0,0,197.0,12.0,2.0,0.0,43.0,0,0.0,0.0,152318,90389,0,0,61929,90389,0,4267721,0.004616046831552484,0.019377028532674517,0.002212658619964819,,0.0010075635216079027,0.0,0.0,,4.1977538876393,0.47934059178958766,,0.0,0.0,,1
2021-02-28,1.0,10.0,1.0,1.0,0.0,0.0,204.0,0.0,0.0,0.0,46.0,7467,556,0,0,204.0,11.0,2.0,0.0,46.0,0,0.0,0.0,159785,90945,0,0,68840,90945,0,4260254,0.004788446886030738,0.015979081929110982,0.0021991313431194677,,0.0010797478272422255,0.0,0.0,,3.3370072404324893,0.4592577500514748,,0.0,0.0,,1
2021-03-01,0.0,10.0,1.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,48.0,9313,624,0,0,200.0,10.0,2.0,0.0,48.0,0,0.0,0.0,169098,91569,0,0,77529,91569,0,4250941,0.0047048406458711145,0.012898399308645798,0.0021841452893446474,,0.0011291617550090675,0.0,0.0,,2.7415167227747035,0.4642336380216012,,0.0,0.0,,1
2021-03-02,0.0,10.0,1.0,1.0,0.0,0.0,202.0,0.0,0.0,0.0,42.0,9980,832,0,0,202.0,10.0,2.0,0.0,42.0,0,0.0,0.0,179078,92401,0,0,86677,92401,0,4240961,0.0047630713887724975,0.011537085962827508,0.002164478739407582,,0.0009903415758833905,0.0,0.0,,2.4221946347524215,0.45442920391864944,,0.0,0.0,,1
2021-03-03,0.0,13.0,1.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,41.0,10638,1081,0,0,194.0,13.0,1.0,0.0,41.0,0,0.0,0.0,189716,93482,0,0,96234,93482,0,4230323,0.004585938236867492,0.013508739115073673,0.00106972465287435,,0.0009691931325338513,0.0,0.0,,2.9456871020358664,0.23326189704749378,,0.0,0.0,,1
2021-03-04,0.0,11.0,1.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,39.0,9503,833,0,0,203.0,11.0,1.0,0.0,39.0,0,0.0,0.0,199219,94315,0,0,104904,94315,0,4220820,0.004809491994446577,0.010485777472736978,0.0010602767322271112,,0.0009239910728247118,0.0,0.0,,2.1802255799250094,0.22045503630142044,,0.0,0.0,,1
2021-03-05,0.0,11.0,1.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,38.0,9281,534,0,0,205.0,11.0,1.0,0.0,38.0,0,0.0,0.0,208500,94849,0,0,113651,94849,0,4211539,0.004867579286336895,0.009678753376565099,0.0010543073727714578,,0.0009022829896624489,0.0,0.0,,1.988412064233444,0.21659788382509915,,0.0,0.0,,1
2021-03-06,0.0,13.0,1.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,36.0,8517,185,0,0,196.0,13.0,1.0,0.0,36.0,0,0.0,0.0,217017,95034,0,0,121983,95034,0,4203022,0.0046633113031528265,0.010657222727757145,0.0010522549824273418,,0.000856526565885213,0.0,0.0,,2.2853337542685352,0.2256454510587618,,0.0,0.0,,1
2021-03-07,0.0,15.0,1.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,32.0,5838,168,0,0,205.0,15.0,1.0,0.0,32.0,0,0.0,0.0,222855,95202,0,0,127653,95202,0,4197184,0.00488422713895793,0.011750605156165543,0.0010503981008802336,,0.0007624159436422134,0.0,0.0,,2.4058269244768544,0.21505922451926351,,0.0,0.0,,1
